Index Name,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield,TIMESTAMP
Nifty50 Dividend Points,-,-,-,45.48,0.0,-,-,-,-,-,-,2023-05-30
Nifty Auto,14241.15,14273.3,14164.75,14177.85,-41.75,-.29,29905281,2353.51,28.79,5.49,.94,2023-05-30
Nifty Bank,44277.35,44498.6,44207.5,44436.35,124.45,.28,157593352,9002.94,16.58,2.88,.58,2023-05-30
Nifty Energy,24319.7,24384.45,24189.5,24218.15,-43.15,-.18,71684239,2971.7,12.61,2.21,3.14,2023-05-30
Nifty Financial Services,19518.2,19636.9,19493.55,19606.05,73.35,.38,120444322,11505.26,18.24,3.8,.93,2023-05-30
Nifty FMCG,50717.8,51029.45,50669.5,50927.2,300.8,.59,26338204,1860.17,43.89,12.56,1.96,2023-05-30
Nifty IT,29253.5,29405.2,29172.7,29297.65,57.45,.2,17293994,2437.15,25.48,8.2,2.37,2023-05-30
Nifty Media,1741.95,1756.2,1737.5,1750.35,11.9,.68,26486496,305.77,-,2.69,.73,2023-05-30
Nifty Metal,6001.85,6013.3,5925.9,5936.55,-54.65,-.91,99664098,2232.45,16.36,1.87,4.78,2023-05-30
Nifty MNC,20702.5,20757.25,20681.4,20743.9,66.95,.32,31805056,2411.72,36.64,7.55,2.88,2023-05-30
Nifty Pharma,12632.25,12657.15,12561.6,12604.7,-19.5,-.15,23023711,1817.86,27.73,4.3,1.03,2023-05-30
Nifty PSU Bank,4037.95,4053.9,4023.95,4039.45,-1.2,-.03,86324648,1478.76,7.61,1.08,1.31,2023-05-30
Nifty Realty,476.6,477.45,474.2,475.2,-1.0,-.21,20520761,1106.31,38.1,3.54,.3,2023-05-30
Nifty India Consumption,7938.6,7951.05,7916.7,7931.35,6.65,.08,69548336,5964.77,40.2,8.6,1.17,2023-05-30
Nifty Commodities,5915.9,5941.8,5895.25,5898.75,-5.0,-.08,143269712,5360.1,15.92,2.25,2.95,2023-05-30
Nifty Dividend Opportunities 50,4109.35,4128.8,4104.5,4117.15,14.4,.35,289309420,7932.23,16.17,2.9,3.81,2023-05-30
Nifty Infrastructure,5483.3,5507.9,5469.25,5473.25,-1.75,-.03,121584690,7110.37,22.13,3.08,1.38,2023-05-30
Nifty PSE,4824.3,4841.7,4809.5,4826.15,13.05,.27,168964014,3405.72,9.16,1.54,4.65,2023-05-30
Nifty Services Sector,24268.25,24345.8,24221.35,24321.5,49.95,.21,155142636,15662.96,20.51,4.3,1.37,2023-05-30
Nifty50 Shariah,-,-,-,3884.96,1.68,.04,80971876,5288.21,23.25,5.18,2.36,2023-05-30
Nifty500 Shariah,-,-,-,5200.83,2.34,.04,317895493,16426.68,26.66,5.17,1.68,2023-05-30
Nifty Low Volatility 50,-,-,-,16794.2,39.59,.24,142961826,15797.98,28.91,5.1,1.54,2023-05-30
Nifty Alpha 50,29081.55,29227.95,29019.8,29106.85,72.95,.25,316368235,6142.95,15.48,2.44,1.37,2023-05-30
Nifty High Beta 50,-,-,-,2334.77,-1.48,-.06,406473424,10593.93,17.47,1.89,1.73,2023-05-30
Nifty100 Equal Weight,21256.05,21274.35,21188.35,21223.15,-12.0,-.06,424836974,29428.63,24.7,4.5,1.51,2023-05-30
Nifty100 Liquid 15,4857.9,4866.1,4843.85,4853.75,3.05,.06,89000351,7091.25,22.6,3.74,.81,2023-05-30
Nifty CPSE,3135.9,3151.1,3118.75,3125.05,0.6,.02,97317788,1077.38,8.01,1.76,5.93,2023-05-30
Nifty50 Value 20,9632.05,9678.45,9615.75,9657.35,40.25,.42,119502296,5091.68,19.11,4.1,3.15,2023-05-30
Nifty Midcap Liquid 15,8023.05,8059.1,8001.55,8052.5,40.05,.5,50124142,1973.81,24.2,3.18,.7,2023-05-30
Nifty Shariah 25,-,-,-,6307.51,-7.45,-.12,64305211,4588.04,22.95,5.78,2.27,2023-05-30
India VIX,12.2975,12.38,11.7675,12.01,-0.29,-2.34,-,-,-,-,-,2023-05-30
Nifty Growth Sectors 15,9304.4,9339,9289.65,9320.15,28.95,.31,43795266,3838.73,32.38,8.59,2.04,2023-05-30
Nifty50 TR 1x Inverse,209.45,209.75,208.8,209.15,-0.35,-.17,-,-,-,-,-,2023-05-30
Nifty50 TR 2x Leverage,12803.5,12879.4,12763.5,12840.95,46.2,.36,-,-,-,-,-,2023-05-30
Nifty50 PR 1x Inverse,248.1,248.45,247.35,247.7,-0.45,-.18,-,-,-,-,-,2023-05-30
Nifty50 PR 2x Leverage,9108.4,9162.35,9079.9,9135.0,32.85,.36,-,-,-,-,-,2023-05-30
NIFTY100 Quality 30,4171.55,4183.15,4166.3,4178.4,11.35,.27,71434157,9603.84,26.95,8.35,2.06,2023-05-30
Nifty Mahindra Group,-,-,-,18767.41,-83.35,-.44,10880170,828.86,17.65,3.96,1.95,2023-05-30
Nifty 50 Futures TR Index,-,-,-,19966.05,45.75,.23,-,-,-,-,-,2023-05-30
Nifty Tata Group,-,-,-,13236.54,-26.4,-.2,61848910,2177.14,33.72,7.85,2,2023-05-30
Nifty Tata Group 25% Cap,-,-,-,10768.17,-30.74,-.28,57843435,2039.73,36.69,4.98,1.57,2023-05-30
Nifty Private Bank,22442.6,22614.15,22410.7,22583.6,131.15,.58,131765786,8162.45,17.59,2.82,.59,2023-05-30
Nifty Smallcap 250,9846.9,9863.2,9824.05,9836.9,5.1,.05,713188928,7877.64,19.35,3.25,1.24,2023-05-30
Nifty Smallcap 50,4551.85,4567.45,4538.9,4563.7,10.7,.24,441573364,2634.45,18.51,3.16,1.95,2023-05-30
Nifty MidSmallcap 400,11580.55,11611.4,11562.95,11593.45,30.1,.26,1209986962,17546.61,22.69,3.34,1.18,2023-05-30
Nifty Midcap 150,12549.05,12589.55,12529.8,12576.6,45.9,.37,496798034,9668.97,24.89,3.39,1.15,2023-05-30
Nifty Midcap Select,7766.75,7800.2,7746.35,7778.0,18.4,.24,111790784,2901.25,32.84,3.24,.75,2023-05-30
NIFTY LargeMidcap 250,10493.8,10523.65,10477.9,10510.2,26.95,.26,921635008,39097.61,23.69,3.84,1.29,2023-05-30
NIFTY SME EMERGE,-,-,-,7025.62,-23.69,-.34,-,-,51.99,4.77,.1,2023-05-30
Nifty Oil & Gas,7548.5,7582.5,7521.3,7526.9,-13.45,-.18,50170266,2309,14.79,1.82,3.01,2023-05-30
Nifty Financial Services 25/50,19076.45,19206.7,19039.95,19183.2,95.15,.5,120444322,11505.26,16.42,3.8,1.05,2023-05-30
Nifty Healthcare Index,8175.6,8195.7,8134.45,8149.45,-16.9,-.21,30923445,2751.53,31.81,4.9,.71,2023-05-30
Nifty500 Multicap 50:25:25,10364.1,10389.25,10347.1,10371.9,18.4,.18,1635982788,47006.41,22.17,3.8,1.32,2023-05-30
Nifty Microcap 250,11936.1,11980.6,11909.9,11965.75,52.05,.44,469065932,4152.53,20.52,2.19,.96,2023-05-30
Nifty Total Market,8800.75,8823,8786.75,8809.6,15.7,.18,2105048720,51158.95,22.55,4.04,1.37,2023-05-30
Nifty India Digital,5539.35,5539.4,5501.85,5516.05,-19.95,-.36,150505907,4835.42,189.01,7.76,1.3,2023-05-30
Nifty Mobility,-,-,-,11776.83,-29.54,-.25,138984784,6135.27,33.97,5.15,.99,2023-05-30
Nifty India Defence,-,-,-,2393.93,19.44,.82,14185714,1119.99,28.95,6.41,1,2023-05-30
Nifty Financial Services Ex-Bank,-,-,-,17771.32,102.21,.58,75983773,4431.6,18.41,4.29,1.42,2023-05-30
Nifty Housing,-,-,-,7942.55,4.13,.05,357775904,14874.2,22.41,3.18,1.29,2023-05-30
Nifty Transportation & Logistics,-,-,-,13373.28,-11.87,-.09,112777332,4524.53,32.63,5.65,.81,2023-05-30
Nifty MidSmall Financial Services,-,-,-,9138.46,60.69,.67,260970513,2873.06,11.75,1.79,1.56,2023-05-30
Nifty MidSmall Healthcare,-,-,-,21798.84,46.53,.21,41178100,2198.37,34.99,3.73,.83,2023-05-30
Nifty MidSmall IT & Telecom,-,-,-,6807.99,12.96,.19,56105865,905.48,418.15,32.67,1.15,2023-05-30
Nifty MidSmall India Consumption,-,-,-,11358.36,49.77,.44,41159511,2324.6,53.22,6.27,.59,2023-05-30
Nifty REITs & InvITs,-,-,-,992.87,-4.89,-.49,2469854,36.39,58.28,1.12,8.34,2023-05-30
Nifty Core Housing,-,-,-,11198.92,46.76,.42,36310943,3952.52,29.03,4.49,.8,2023-05-30
Nifty Consumer Durables,26036.3,26096.6,25857.65,25888.6,-66.75,-.26,7827725,897.09,59.65,10.99,.58,2023-05-30
Nifty Non-Cyclical Consumer,-,-,-,11267.07,15.03,.13,126488157,5532.21,58.26,11.05,1.02,2023-05-30
Nifty India Manufacturing,8688.6,8703.7,8665.45,8674.75,-3.0,-.03,161088311,9114.41,25.92,4.06,1.69,2023-05-30
NIFTY100 Alpha 30,-,-,-,11298.8,12.97,.11,146165820,12329.13,17.95,4.09,1.65,2023-05-30
NIFTY500 Value 50,-,-,-,7421.95,21.67,.29,350290300,5284.55,7.87,1.23,5.15,2023-05-30
Nifty100 Low Volatility 30,13934.5,13965.1,13906.25,13947.85,22.7,.16,108122195,11587.49,26.23,5.2,1.77,2023-05-30
NIFTY Alpha Low-Volatility 30,18134.7,18187.45,18102.85,18166.45,47.8,.26,118828574,9735.05,21.55,5.06,1.66,2023-05-30
NIFTY Quality Low-Volatility 30,-,-,-,13011.24,30.27,.23,67607542,7784.04,27.84,7.08,2.12,2023-05-30
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15081.69,60.05,.4,74257545,6868.13,20.73,6.13,2.13,2023-05-30
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,12448.84,68.84,.56,100395154,5920.89,15.02,4.28,2.81,2023-05-30
NIFTY200 Quality 30,15258.95,15289.55,15230.2,15261.5,18.6,.12,48528094,4689.84,26.45,9.45,2.42,2023-05-30
NIFTY Midcap150 Quality 50,16749.25,16792,16723.1,16765.4,40.7,.24,18729898,2091.25,30.85,7.74,1.8,2023-05-30
Nifty200 Momentum 30,20406.4,20506.95,20377.1,20460.85,63.4,.31,221301271,9013.28,17.06,3.2,1.33,2023-05-30
Nifty100 ESG Sector Leaders,2985,2992.05,2978.95,2986.0,2.45,.08,184402313,17883.3,25.41,4.76,1.27,2023-05-30
Nifty200 Alpha 30,-,-,-,14423.35,84.28,.59,220538878,7510.92,14.62,2.59,1.45,2023-05-30
Nifty Midcap150 Momentum 50,-,-,-,34624.1,105.96,.31,272333692,3833.58,21.76,2.94,.69,2023-05-30
Nifty Smallcap250 Quality 50,-,-,-,16565.81,-25.8,-.16,28704784,998.79,21.3,4.55,1.61,2023-05-30
NIFTY100 ESG,3491.85,3496.55,3480.75,3489.75,-0.15,0,340602914,25529.75,27.34,5.45,1.37,2023-05-30
NIFTY100 Enhanced ESG,-,-,-,3520.75,-0.12,0,323022035,25033.25,27.88,5.47,1.35,2023-05-30
NIFTY50 Equal Weight,21557.95,21596.3,21502.6,21529.4,-7.3,-.03,234391323,21660.69,21.05,4.15,1.69,2023-05-30
Nifty 50 Futures Index,-,-,-,5666.47,11.9,.21,-,-,-,-,-,2023-05-30
Nifty 50 Arbitrage,-,-,-,2153.19,-0.17,-.01,-,-,-,-,-,2023-05-30
Nifty Aditya Birla Group,-,-,-,5482.21,32.17,.59,63080911,875.18,230.69,5.61,.55,2023-05-30
Nifty 8-13 yr G-Sec,2446.81,2448.68,2446.18,2448.68,1.86,.08,-,-,-,-,-,2023-05-30
Nifty 4-8 yr G-Sec Index,2650.12,2651.34,2649.51,2650.94,0.82,.03,-,-,-,-,-,2023-05-30
Nifty 11-15 yr G-Sec Index,2687.65,2689.88,2687.2,2689.88,2.23,.08,-,-,-,-,-,2023-05-30
Nifty 15 yr and above G-Sec Index,2961.12,2961.12,2956.89,2956.89,-4.23,-.14,-,-,-,-,-,2023-05-30
Nifty Composite G-sec Index,2525.14,2526.51,2524.64,2526.34,1.2,.05,-,-,-,-,-,2023-05-30
Nifty 10 yr Benchmark G-Sec,2169.93,2171.88,2168.99,2171.88,1.94,.09,-,-,-,-,-,2023-05-30
Nifty 10 yr Benchmark G-Sec (Clean Price),881.67,882.48,881.28,882.48,0.81,.09,-,-,-,-,-,2023-05-30
Nifty 1D Rate Index,-,-,-,2138.09,0.36,.02,-,-,-,-,-,2023-05-30
Nifty50 USD,-,-,-,7805.88,6.91,.09,-,-,-,-,-,2023-05-30
Nifty 50,18594.2,18603.9,18483.85,18534.4,-99.45,-.53,696495765,70755.08,21.59,4.33,1.36,2023-05-31
Nifty Next 50,41899.4,42129.35,41804.85,42049.3,103.3,.25,612162161,23496.54,28.11,4.67,1.64,2023-05-31
Nifty 100,18479.15,18484.5,18380.25,18438.3,-78.65,-.42,1308657926,94251.62,22.47,4.42,1.38,2023-05-31
Nifty 200,9737.65,9740.15,9690.55,9724.8,-30.85,-.32,2172440418,115672.06,22.57,4.15,1.36,2023-05-31
Nifty 500,15773.8,15789.2,15706.5,15766.4,-33.05,-.21,3452743298,126891.56,22.56,4.12,1.33,2023-05-31
Nifty Midcap 50,9496.85,9547.4,9485.65,9539.9,33.5,.35,321400982,7577.69,22.71,2.77,1.29,2023-05-31
NIFTY Midcap 100,33616.3,33814.7,33540.95,33761.3,126.0,.37,863782492,21420.44,23.17,3,1.25,2023-05-31
NIFTY Smallcap 100,10057.95,10181.05,10045.7,10166.1,103.8,1.03,1056163917,6331.23,18.67,3.11,1.37,2023-05-31
Nifty50 Dividend Points,-,-,-,55.36,0.0,-,-,-,-,-,-,2023-05-31
Nifty Auto,14180.65,14236.8,14107.7,14199.0,21.15,.15,144276438,9488.91,28.83,5.49,.94,2023-05-31
Nifty Bank,44318,44339.05,43822.7,44128.15,-308.2,-.69,305745119,30474.33,16.46,2.86,.78,2023-05-31
Nifty Energy,24154.45,24181.45,23734.15,23875.55,-342.6,-1.41,262308180,9809.26,12.43,2.18,3.18,2023-05-31
Nifty Financial Services,19567.7,19572.55,19338.55,19445.75,-160.3,-.82,272486839,37459.12,18.09,3.77,.9,2023-05-31
Nifty FMCG,50896.45,51133.6,50650.95,51042.75,115.55,.23,37573572,4896.9,43.99,12.59,1.95,2023-05-31
Nifty IT,29248.05,29495.05,29212.5,29319.75,22.1,.08,46017391,7087.21,25.5,8.21,2.07,2023-05-31
Nifty Media,1750.85,1762.65,1744.4,1755.85,5.5,.31,38648964,477.23,-,2.7,.73,2023-05-31
Nifty Metal,5900.7,5926.65,5848.4,5890.05,-46.5,-.78,144614198,4692.6,16.23,1.85,4.82,2023-05-31
Nifty MNC,20733.35,20844.3,20679.95,20801.4,57.5,.28,44174205,7225.57,36.74,7.57,2.87,2023-05-31
Nifty Pharma,12616.7,12748.8,12602.5,12678.4,73.7,.58,30324624,3697.57,27.89,4.33,1.02,2023-05-31
Nifty PSU Bank,4018.15,4044.5,3986.3,4029.7,-9.75,-.24,135936492,2547.17,7.59,1.08,1.89,2023-05-31
Nifty Realty,475.75,480.05,473.5,478.8,3.6,.76,31675728,1066.17,38.26,3.56,.29,2023-05-31
Nifty India Consumption,7931.35,8010.35,7914.55,7969.75,38.4,.48,164921798,18324.33,40.4,8.64,1.17,2023-05-31
Nifty Commodities,5886.15,5888.4,5831.6,5845.4,-53.35,-.9,345653034,14089.29,15.78,2.23,2.97,2023-05-31
Nifty Dividend Opportunities 50,4112,4116.8,4093.45,4104.5,-12.65,-.31,599447445,22738.28,16.12,2.89,3.71,2023-05-31
Nifty Infrastructure,5459.85,5488.8,5432.6,5459.8,-13.45,-.25,453699015,20793.54,22.07,3.08,1.38,2023-05-31
Nifty PSE,4832.5,4832.5,4767.95,4799.65,-26.5,-.55,326274311,9066.12,9.11,1.53,4.68,2023-05-31
Nifty Services Sector,24271.7,24285.25,24103,24192.1,-129.4,-.53,511250999,55945.06,20.4,4.27,1.24,2023-05-31
Nifty50 Shariah,-,-,-,3879.71,-5.25,-.14,222869245,16259.16,23.22,5.18,2.11,2023-05-31
Nifty500 Shariah,-,-,-,5206.26,5.44,.1,669221614,42969.41,26.68,5.18,1.55,2023-05-31
Nifty Low Volatility 50,-,-,-,16853.79,59.6,.35,426248384,53544.27,29.01,5.12,1.51,2023-05-31
Nifty Alpha 50,29109.35,29365.8,28986.65,29305.7,198.85,.68,521520483,14403.55,15.58,2.46,1.36,2023-05-31
Nifty High Beta 50,-,-,-,2333.55,-1.22,-.05,732623062,24744.13,17.46,1.89,1.75,2023-05-31
Nifty100 Equal Weight,21204.8,21273.35,21152.4,21241.1,17.95,.08,1308657926,94251.62,24.72,4.5,1.51,2023-05-31
Nifty100 Liquid 15,4839.9,4858.55,4817.6,4835.3,-18.45,-.38,218095188,20665.63,22.51,3.73,1.02,2023-05-31
Nifty CPSE,3131.85,3131.85,3059.2,3093.65,-31.4,-1,216511676,3604.11,7.93,1.74,5.99,2023-05-31
Nifty50 Value 20,9644.2,9658.85,9584.1,9610.4,-46.95,-.49,336427101,15353.8,19.02,4.08,3,2023-05-31
Nifty Midcap Liquid 15,8038.15,8086.25,8029.55,8073.7,21.2,.26,73177714,3078.83,24.26,3.19,.7,2023-05-31
Nifty Shariah 25,-,-,-,6305.24,-2.27,-.04,231061924,17049.37,22.94,5.78,2.16,2023-05-31
India VIX,12.01,12.4675,11.58,11.97,-0.04,-.31,-,-,-,-,-,2023-05-31
Nifty Growth Sectors 15,9320.75,9355.2,9291.95,9337.0,16.85,.18,70138544,9874.78,32.43,8.61,2.03,2023-05-31
Nifty50 TR 1x Inverse,209.5,210.75,209.4,210.15,1.0,.48,-,-,-,-,-,2023-05-31
Nifty50 TR 2x Leverage,12797.65,12808.95,12645.85,12715.2,-125.75,-.98,-,-,-,-,-,2023-05-31
Nifty50 PR 1x Inverse,248.3,249.75,248.2,249.1,1.4,.57,-,-,-,-,-,2023-05-31
Nifty50 PR 2x Leverage,9094.5,9102.55,8986.55,9035.85,-99.15,-1.09,-,-,-,-,-,2023-05-31
NIFTY100 Quality 30,4179.95,4191.7,4167.85,4182.8,4.4,.11,139714288,24057.64,26.97,8.36,2.01,2023-05-31
Nifty 50 Futures Index,-,-,-,5641.2,-25.27,-.45,-,-,-,-,-,2023-05-31
NIFTY50 Equal Weight,21517.8,21540.5,21446.4,21498.0,-31.4,-.15,696495765,70755.08,21.02,4.15,1.68,2023-05-31
Nifty 50 Futures TR Index,-,-,-,19880.84,-85.2,-.43,-,-,-,-,-,2023-05-31
Nifty Mahindra Group,-,-,-,18783.06,15.65,.08,20074009,1828.45,17.66,3.96,1.95,2023-05-31
Nifty Aditya Birla Group,-,-,-,5452.57,-29.64,-.54,134339174,2253.71,229.44,5.58,.55,2023-05-31
Nifty Tata Group,-,-,-,13199.63,-36.92,-.28,99187733,5278.63,33.62,7.83,2.01,2023-05-31
Nifty Tata Group 25% Cap,-,-,-,10774.02,5.85,.05,94230675,5085.72,36.71,4.98,1.57,2023-05-31
Nifty Private Bank,22562.4,22574.3,22309.45,22470.7,-112.9,-.5,236819787,28270.7,17.5,2.8,.6,2023-05-31
Nifty Smallcap 250,9832.95,9929.8,9821.2,9913.4,76.5,.78,1250988684,9951.9,19.5,3.28,1.24,2023-05-31
Nifty Smallcap 50,4561.9,4630.85,4560.9,4625.15,61.45,1.35,941595663,4420.75,18.76,3.2,1.93,2023-05-31
Nifty MidSmallcap 400,11590.65,11664.05,11570.85,11652.4,58.95,.51,2142796374,32604.97,22.81,3.36,1.17,2023-05-31
Nifty Midcap 150,12574.65,12635.45,12548.95,12623.35,46.75,.37,891807690,22653.07,24.98,3.41,1.14,2023-05-31
Nifty Midcap Select,7768.85,7813.5,7756.65,7804.7,26.7,.34,144487549,4799.13,32.95,3.25,.75,2023-05-31
NIFTY LargeMidcap 250,10498.85,10520.45,10462.45,10508.1,-2.1,-.02,2200465616,116904.69,23.69,3.84,1.26,2023-05-31
NIFTY SME EMERGE,-,-,-,7113.19,87.56,1.25,-,-,51.6,4.68,.11,2023-05-31
Nifty Oil & Gas,7496.5,7509.95,7394.3,7432.15,-94.75,-1.26,190466241,7880.8,14.61,1.8,3.05,2023-05-31
Nifty Financial Services 25/50,19175.1,19177.55,18986.85,19079.1,-104.1,-.54,272486839,37459.12,16.33,3.78,1,2023-05-31
Nifty Healthcare Index,8164.6,8238.05,8147.55,8210.6,61.15,.75,133862595,10077.21,32.05,4.94,.71,2023-05-31
Nifty500 Multicap 50:25:25,10360,10392.7,10330.05,10380.2,8.3,.08,3452743298,126891.56,22.18,3.8,1.28,2023-05-31
Nifty Microcap 250,11989.7,12099.65,11965.5,12085.0,119.25,1,541380299,5436.38,20.71,2.21,.95,2023-05-31
Nifty Total Market,8796.15,8806.55,8760.05,8794.0,-15.6,-.18,3994123597,132327.93,22.51,4.03,1.32,2023-05-31
Nifty India Digital,5515.2,5598.45,5508.3,5574.4,58.35,1.06,470425661,15216.08,191.01,7.84,1.21,2023-05-31
Nifty Mobility,-,-,-,11816.34,39.52,.34,521184633,19921.52,34.08,5.17,.99,2023-05-31
Nifty India Defence,-,-,-,2410.06,16.13,.67,34599334,4376.34,29.3,6.49,.99,2023-05-31
Nifty Financial Services Ex-Bank,-,-,-,17715.87,-55.45,-.31,99905626,9910.13,18.35,4.27,1.16,2023-05-31
Nifty Housing,-,-,-,7902.65,-39.9,-.5,773521545,47474.08,22.29,3.16,1.28,2023-05-31
Nifty Transportation & Logistics,-,-,-,13430.46,57.18,.43,424826229,13887.86,32.77,5.68,.81,2023-05-31
Nifty MidSmall Financial Services,-,-,-,9156.79,18.33,.2,391219153,3419.87,11.77,1.8,1.56,2023-05-31
Nifty MidSmall Healthcare,-,-,-,21908.92,110.08,.5,126995481,6712.14,35.16,3.75,.83,2023-05-31
Nifty MidSmall IT & Telecom,-,-,-,6913.29,105.3,1.55,122553780,2300.77,424.62,33.18,1.13,2023-05-31
Nifty MidSmall India Consumption,-,-,-,11414.96,56.6,.5,150389597,8724.19,53.48,6.3,.58,2023-05-31
Nifty REITs & InvITs,-,-,-,996.79,3.93,.4,4132122,98.23,58.21,1.12,8.35,2023-05-31
Nifty Core Housing,-,-,-,11183.24,-15.68,-.14,65167009,10416.17,28.99,4.49,.65,2023-05-31
Nifty Consumer Durables,25881.65,26122.25,25845.05,26083.75,195.15,.75,10576971,1617.85,60.1,11.08,.58,2023-05-31
Nifty Non-Cyclical Consumer,-,-,-,11375.34,108.27,.96,391823108,16231.7,58.82,11.15,1.01,2023-05-31
Nifty India Manufacturing,8665.75,8692.5,8652.7,8680.4,5.65,.07,381746750,28508.51,25.94,4.06,1.69,2023-05-31
NIFTY100 Alpha 30,-,-,-,11314.95,16.15,.14,358201308,30694.65,17.98,4.1,1.7,2023-05-31
NIFTY500 Value 50,-,-,-,7389.13,-32.82,-.44,540597330,9277.6,7.83,1.23,5.17,2023-05-31
Nifty100 Low Volatility 30,13956.55,13988.6,13914.9,13965.35,17.5,.13,323300298,41551.2,26.26,5.21,1.73,2023-05-31
NIFTY Alpha Low-Volatility 30,18153.45,18223.9,18090.6,18180.95,14.5,.08,280201829,24630.04,21.57,5.06,1.72,2023-05-31
NIFTY Quality Low-Volatility 30,-,-,-,13013.84,2.6,.02,130668701,17312.05,27.85,7.08,2.09,2023-05-31
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15090.72,9.04,.06,148001737,19956.64,20.74,6.13,2.1,2023-05-31
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,12461.1,12.25,.1,200185100,18131.14,15.03,4.28,2.78,2023-05-31
NIFTY200 Quality 30,15267.2,15330.2,15247.25,15285.35,23.85,.16,99311515,13501.52,26.49,9.46,2.37,2023-05-31
NIFTY Midcap150 Quality 50,16773.55,16807.9,16754.1,16794.1,28.7,.17,28836557,3068.51,30.9,7.75,1.8,2023-05-31
Nifty200 Momentum 30,20455.8,20526.55,20330,20459.9,-0.95,0,401373272,24254.59,17.06,3.2,1.42,2023-05-31
Nifty100 ESG Sector Leaders,2980.4,2984.35,2967.5,2977.85,-8.15,-.27,573058142,68318.07,25.34,4.75,1.1,2023-05-31
Nifty200 Alpha 30,-,-,-,14451.1,27.75,.19,333296316,18337.58,14.65,2.59,1.45,2023-05-31
Nifty Midcap150 Momentum 50,-,-,-,34866.66,242.56,.7,517046669,11775.4,21.92,2.96,.68,2023-05-31
Nifty Smallcap250 Quality 50,-,-,-,16651.8,85.99,.52,39914765,1970.25,21.41,4.57,1.6,2023-05-31
NIFTY100 ESG,3486.5,3498.25,3476.3,3491.15,1.4,.04,1095944974,84090.05,27.35,5.46,1.28,2023-05-31
NIFTY100 Enhanced ESG,-,-,-,3522.44,1.69,.05,1067427822,83233.3,27.89,5.47,1.26,2023-05-31
Nifty 50 Arbitrage,-,-,-,2152.83,-0.36,-.02,-,-,-,-,-,2023-05-31
Nifty 8-13 yr G-Sec,2449.14,2453.74,2449.14,2452.83,4.15,.17,-,-,-,-,-,2023-05-31
Nifty 4-8 yr G-Sec Index,2651.45,2654.63,2651.45,2654.46,3.52,.13,-,-,-,-,-,2023-05-31
Nifty 11-15 yr G-Sec Index,2690.4,2695.58,2690.4,2695.58,5.7,.21,-,-,-,-,-,2023-05-31
Nifty 15 yr and above G-Sec Index,2957.46,2965.23,2957.46,2965.23,8.34,.28,-,-,-,-,-,2023-05-31
Nifty Composite G-sec Index,2526.82,2530.7,2526.82,2530.26,3.92,.16,-,-,-,-,-,2023-05-31
Nifty 10 yr Benchmark G-Sec,2172.3,2176.77,2172.3,2175.55,3.67,.17,-,-,-,-,-,2023-05-31
Nifty 10 yr Benchmark G-Sec (Clean Price),882.48,884.33,882.48,883.83,1.35,.15,-,-,-,-,-,2023-05-31
Nifty 1D Rate Index,-,-,-,2138.46,0.37,.02,-,-,-,-,-,2023-05-31
Nifty50 USD,-,-,-,7762.62,-43.26,-.55,-,-,-,-,-,2023-05-31
Nifty 50,18579.4,18580.3,18464.55,18487.75,-46.65,-.25,265630759,24056.99,21.53,4.32,1.36,2023-06-01
Nifty Next 50,42132.9,42320.9,42067.8,42154.7,105.4,.25,200025788,7731.31,28.15,4.68,1.64,2023-06-01
Nifty 100,18482.85,18493.25,18383.8,18405.7,-32.6,-.18,465656547,31788.3,22.43,4.41,1.38,2023-06-01
Nifty 200,9746.15,9755.75,9700.7,9711.95,-12.85,-.13,908154126,39922.4,22.51,4.15,1.36,2023-06-01
Nifty 500,15801.95,15823.95,15743.4,15760.35,-6.05,-.04,1756671826,50532.95,22.54,4.12,1.33,2023-06-01
Nifty Midcap 50,9547.3,9603.4,9541.1,9559.5,19.6,.21,219329351,4315.08,22.76,2.78,1.29,2023-06-01
NIFTY Midcap 100,33788.25,33961.95,33774.85,33812.4,51.1,.15,442497579,8134.1,23.07,3.01,1.25,2023-06-01
NIFTY Smallcap 100,10199,10290.45,10193.75,10269.85,103.75,1.02,675737994,5816.6,18.86,3.15,1.36,2023-06-01
Nifty50 Dividend Points,-,-,-,55.36,0.0,-,-,-,-,-,-,2023-06-01
Nifty Auto,14202.4,14303.3,14168.75,14257.0,58.0,.41,37129011,2869.39,28.95,5.52,.93,2023-06-01
Nifty Bank,44172.05,44179.95,43706.15,43790.2,-337.95,-.77,182945759,10854.82,16.34,2.84,.79,2023-06-01
Nifty Energy,23880.95,23915.6,23755.85,23825.3,-50.25,-.21,102979366,4151.06,12.39,2.18,3.19,2023-06-01
Nifty Financial Services,19508.4,19509.1,19285.9,19322.7,-123.05,-.63,112025515,12018.55,17.97,3.75,.91,2023-06-01
Nifty FMCG,51147.1,51367.3,50923.8,50998.95,-43.8,-.09,17629004,1639.83,43.95,12.58,1.95,2023-06-01
Nifty IT,29455.35,29599.1,29382.05,29446.25,126.5,.43,13567608,2034.41,25.61,8.24,2.06,2023-06-01
